Date,Product_ID,Historical_Price,Competitor_Price,Demand,Day_of_Week,Season,Promotions,Holiday
2023-10-28,1073,24.19,25.21,190,5,Fall,No,Yes
2023-11-19,1073,29.32,31.12,120,3,Fall,No,Yes
2023-10-31,1073,23.58,27.73,118,6,Summer,No,No
2023-08-12,1073,30.85,22.83,138,2,Winter,No,No
2023-05-14,1073,26.27,26.04,218,7,Spring,No,Yes
2023-02-12,1073,18.58,22.37,167,1,Summer,No,Yes
2023-02-02,1073,19.78,24.14,70,1,Summer,No,Yes
2023-07-24,1073,21.78,22.55,194,1,Fall,No,No
2023-10-13,1073,31.73,22.96,146,4,Winter,No,Yes
2023-02-24,1073,39.91,30.61,124,4,Winter,No,No
2023-03-19,1073,38.66,29.25,76,4,Winter,No,No
2023-06-19,1073,28.5,29.99,161,6,Fall,Yes,No
2023-01-25,1073,21.82,23.14,124,4,Fall,No,No
2023-05-15,1073,19.04,23.2,85,6,Summer,No,Yes
2023-05-04,1073,36.06,26.89,136,4,Winter,No,No
2023-04-28,1073,36.26,27.64,107,6,Winter,No,No
2023-05-02,1073,22.43,23.25,146,6,Fall,No,Yes
2023-03-31,1073,22.13,26.48,164,2,Summer,Yes,Yes
2023-02-12,1073,23.39,23.03,121,3,Spring,No,No
2023-09-17,1073,37.55,28.2,97,5,Winter,Yes,Yes
2023-11-20,1073,33.25,24.98,181,3,Winter,No,Yes
2023-05-03,1073,25.86,30.52,156,4,Summer,Yes,No
2023-07-18,1073,24.72,26.24,184,5,Fall,No,No
2023-08-10,1073,30.65,30.77,175,4,Spring,Yes,Yes
2023-06-22,1073,31.24,31.09,131,4,Spring,Yes,No
2023-04-23,1073,35.24,26.83,127,6,Winter,No,No
2023-01-22,1073,27.99,28.13,167,1,Spring,Yes,Yes
2023-03-26,1073,24.73,29.82,178,7,Summer,No,No
2023-08-11,1073,28.32,27.96,100,2,Spring,No,Yes
2023-05-27,1073,35.81,26.91,169,1,Winter,No,Yes
2023-10-25,1073,22.8,24.15,189,6,Fall,No,Yes
2023-08-30,1073,33.62,25.02,157,1,Winter,Yes,No
2023-06-22,1073,24.44,29.59,77,7,Summer,No,No
2023-04-16,1073,24.5,29.43,75,5,Summer,Yes,No
2023-06-15,1073,31.26,31.16,127,7,Spring,Yes,Yes
2023-09-27,1073,28.52,28.79,59,7,Spring,Yes,Yes
2023-05-28,1073,32.47,23.61,79,3,Winter,Yes,No
2023-04-16,1073,24.64,25.81,142,2,Fall,No,No
2023-01-26,1073,31.04,22.5,190,6,Winter,No,No
2023-03-01,1073,25.16,26.52,152,4,Fall,No,No
2023-06-18,1073,27.04,26.9,165,5,Spring,Yes,No
2023-08-22,1073,29.84,30.24,56,4,Spring,No,No
2023-01-12,1073,40.36,31.03,187,6,Winter,Yes,Yes
2023-05-11,1073,26.98,31.51,53,2,Summer,Yes,Yes
2023-03-14,1073,32.24,32.11,73,4,Spring,No,Yes
2023-10-26,1073,31.97,23.51,78,4,Winter,Yes,Yes
2023-01-05,1073,25.74,26.01,131,3,Spring,No,Yes
2023-07-12,1073,23.33,24.08,91,7,Fall,Yes,No
2023-11-14,1073,36.29,26.95,120,5,Winter,No,No
2023-08-27,1073,22.94,23.16,126,1,Spring,Yes,No
2023-02-28,1073,19.66,24.01,162,7,Summer,Yes,Yes
2023-08-09,1073,33.77,25.35,113,1,Winter,No,Yes
2023-03-27,1073,23.12,27.67,111,7,Summer,Yes,Yes
2023-07-29,1073,30.24,31.53,188,2,Fall,No,Yes
2023-09-28,1073,25.16,26.34,203,6,Fall,Yes,Yes
2023-12-20,1073,30.82,22.25,169,3,Winter,Yes,No
2023-12-28,1073,23.6,27.75,129,7,Summer,No,Yes
2023-02-05,1073,23.72,27.93,138,2,Summer,No,No
2023-06-14,1073,25.66,31.0,107,6,Summer,Yes,No
2023-10-24,1073,22.7,24.23,60,2,Fall,Yes,No
2023-01-18,1073,23.39,27.51,73,5,Summer,Yes,No
2023-06-05,1073,25.22,25.46,159,2,Spring,No,Yes
2023-11-29,1073,23.56,23.17,121,5,Spring,No,Yes
2023-02-26,1073,24.73,29.3,100,3,Summer,No,No
2023-06-08,1073,30.31,29.89,141,5,Spring,No,Yes
2023-06-23,1073,20.65,25.22,201,6,Summer,No,No
2023-08-31,1073,25.44,25.39,144,2,Spring,No,No
2023-07-16,1073,29.51,31.42,172,5,Fall,Yes,Yes
2023-03-11,1073,24.01,25.65,146,2,Fall,No,No
2023-08-07,1073,26.92,31.82,89,6,Summer,Yes,Yes
2023-08-20,1073,42.32,31.96,73,7,Winter,No,No
2023-03-10,1073,25.78,27.42,106,3,Fall,No,No
2023-04-22,1073,23.93,25.15,181,4,Fall,Yes,Yes
2023-07-15,1073,26.46,26.13,104,1,Spring,Yes,No
2023-04-21,1073,24.18,29.16,172,5,Summer,No,No
2023-07-29,1073,24.36,25.58,163,7,Fall,Yes,Yes
2023-06-14,1073,30.41,22.5,58,5,Winter,No,Yes
2023-09-28,1073,31.56,23.23,188,2,Winter,Yes,No
2023-04-23,1073,23.71,24.76,196,3,Fall,Yes,No
2023-01-10,1073,40.01,30.37,56,4,Winter,No,Yes
2023-09-05,1073,29.5,30.93,65,4,Fall,No,Yes
2023-10-07,1073,27.23,32.45,55,7,Summer,No,No
2023-02-06,1073,22.36,27.28,66,4,Summer,Yes,No
2023-08-10,1073,38.87,29.75,89,7,Winter,Yes,No
2023-03-07,1073,18.5,22.82,144,7,Summer,Yes,Yes
2023-05-29,1073,30.61,30.77,97,6,Spring,No,No
2023-08-03,1073,31.74,23.63,201,6,Winter,Yes,No
2023-01-23,1073,32.59,24.59,169,3,Winter,Yes,No
2023-10-02,1073,27.91,27.81,182,1,Spring,Yes,Yes
2023-02-28,1073,20.72,25.05,188,6,Summer,No,No
2023-04-14,1073,34.21,25.48,151,1,Winter,No,No
2023-09-27,1073,30.58,30.47,100,1,Spring,Yes,Yes
2023-04-05,1073,22.8,23.25,60,6,Spring,No,No
2023-08-06,1073,29.23,31.03,51,2,Fall,No,No
2023-02-06,1073,31.87,23.76,177,2,Winter,No,No
2023-03-07,1073,20.96,25.47,153,2,Summer,Yes,No
2023-01-28,1073,31.87,31.67,51,1,Spring,Yes,No
2023-02-01,1073,26.08,27.12,149,3,Fall,Yes,No
2023-07-13,1073,26.0,30.41,95,4,Summer,Yes,Yes
2023-10-21,1073,20.3,25.0,108,2,Summer,Yes,No
2023-01-27,1073,31.24,31.25,143,1,Spring,Yes,Yes
2023-04-26,1073,27.49,27.71,114,4,Spring,No,No
2023-07-20,1073,22.49,22.69,68,1,Spring,Yes,Yes
2023-01-11,1073,26.13,27.13,151,6,Fall,No,No
2023-08-15,1073,22.64,22.99,71,6,Spring,No,No
2023-10-23,1073,21.66,22.32,95,5,Fall,No,No
2023-09-17,1073,37.08,27.78,108,2,Winter,No,No
2023-11-18,1073,21.22,25.25,150,1,Summer,No,Yes
2023-11-17,1073,21.81,22.82,78,1,Fall,No,No
2023-04-07,1073,26.05,27.28,182,4,Fall,No,No
2023-11-28,1073,23.28,23.62,177,3,Spring,No,No
2023-02-12,1073,29.58,29.69,122,1,Spring,No,No
2023-11-01,1073,27.74,27.95,209,7,Spring,No,Yes
2023-09-16,1073,27.87,28.03,81,2,Spring,No,Yes
2023-12-22,1073,26.72,28.3,59,2,Fall,No,Yes
2023-01-13,1073,30.27,31.47,148,7,Fall,No,Yes
2023-10-09,1073,30.49,31.64,96,2,Fall,No,No
2023-01-09,1073,26.05,30.89,172,4,Summer,No,No
2023-09-17,1073,31.36,23.51,173,6,Winter,No,Yes
2023-09-20,1073,27.65,28.84,194,5,Fall,Yes,No
2023-04-20,1073,23.32,24.62,156,1,Fall,No,No
2023-01-02,1073,22.22,23.1,78,3,Fall,No,No
2023-11-20,1073,25.62,25.7,180,5,Spring,Yes,Yes
2023-04-05,1073,22.08,26.75,66,4,Summer,Yes,No
2023-10-21,1073,31.61,32.02,147,1,Spring,No,No
2023-06-24,1073,29.73,31.16,185,4,Fall,Yes,No
2023-08-14,1073,25.7,25.88,165,5,Spring,No,No
2023-12-05,1073,36.14,27.07,83,7,Winter,Yes,Yes
2023-06-11,1073,26.71,27.15,193,6,Spring,Yes,No
2023-09-10,1073,21.43,22.08,128,5,Fall,Yes,No
2023-08-17,1073,31.63,31.97,184,5,Spring,Yes,No
2023-09-21,1073,23.68,27.92,153,4,Summer,Yes,No
2023-03-06,1073,28.66,28.51,159,2,Spring,No,No
2023-06-19,1073,35.75,27.14,178,4,Winter,No,No
2023-07-30,1073,27.69,28.05,61,6,Spring,Yes,No
2023-10-03,1073,24.98,26.21,64,6,Fall,No,Yes
2023-09-09,1073,29.1,28.85,101,1,Spring,Yes,No
2023-02-21,1073,31.51,22.89,166,1,Winter,Yes,No
2023-10-10,1073,23.43,28.19,183,3,Summer,Yes,No
2023-04-23,1073,21.78,22.64,199,5,Fall,Yes,Yes
2023-10-02,1073,23.71,28.23,140,3,Summer,Yes,Yes
2023-10-11,1073,22.65,26.72,96,3,Summer,No,No
2023-07-21,1073,30.47,30.84,183,1,Spring,Yes,No
2023-06-14,1073,27.39,28.98,96,1,Fall,Yes,Yes
2023-09-10,1073,23.09,24.39,89,5,Fall,No,Yes
2023-09-08,1073,42.12,31.92,192,2,Winter,No,No
2023-02-21,1073,20.73,25.41,120,3,Summer,Yes,No
2023-11-22,1073,24.09,25.35,134,3,Fall,Yes,Yes
2023-06-23,1073,18.29,22.37,113,3,Summer,Yes,Yes
2023-05-23,1073,29.04,30.44,79,5,Fall,Yes,No
2023-09-25,1073,42.18,32.51,80,2,Winter,Yes,Yes
2023-04-29,1073,30.6,32.58,157,5,Fall,No,No
2023-08-14,1073,29.65,29.4,187,5,Spring,No,Yes
2023-02-21,1073,32.04,23.76,122,6,Winter,Yes,Yes
2023-09-28,1073,27.04,32.33,129,5,Summer,Yes,No
2023-04-21,1073,34.4,25.92,119,4,Winter,No,No
2023-06-21,1073,42.29,31.76,178,4,Winter,No,Yes
2023-09-27,1073,23.52,25.24,89,4,Fall,No,Yes
2023-09-14,1073,24.11,28.53,76,2,Summer,No,Yes
2023-11-10,1073,22.37,23.78,52,5,Fall,No,No
2023-03-30,1073,31.83,31.67,53,4,Spring,No,Yes
2023-08-22,1073,26.1,27.04,71,7,Fall,No,Yes
2023-04-30,1073,30.8,31.04,187,5,Spring,Yes,No
2023-01-28,1073,25.47,25.21,68,2,Spring,Yes,No
2023-11-11,1073,21.22,21.9,53,4,Fall,Yes,No
2023-04-02,1073,27.95,28.07,153,2,Spring,No,No
2023-08-10,1073,20.81,24.77,130,3,Summer,No,No
2023-03-04,1073,30.27,31.52,56,5,Fall,Yes,Yes
2023-06-30,1073,30.58,30.47,109,4,Spring,Yes,No
2023-03-02,1073,21.85,23.4,192,2,Fall,Yes,No
2023-02-17,1073,28.82,30.34,147,3,Fall,No,No
2023-03-06,1073,27.82,28.14,86,6,Spring,Yes,Yes
2023-12-22,1073,31.48,31.65,109,1,Spring,Yes,Yes
2023-04-04,1073,27.36,28.86,148,4,Fall,No,No
2023-07-20,1073,29.57,29.44,74,5,Spring,No,No
2023-06-11,1073,21.82,22.59,106,5,Fall,Yes,Yes
2023-09-07,1073,26.43,31.54,84,1,Summer,No,Yes
2023-08-18,1073,22.46,27.05,126,2,Summer,Yes,Yes
2023-02-10,1073,24.53,25.97,117,5,Fall,No,No
2023-02-22,1073,30.27,32.17,133,3,Fall,No,No
2023-11-24,1073,24.6,24.87,204,7,Spring,No,Yes
2023-12-08,1073,29.11,29.52,129,5,Spring,No,Yes
2023-02-22,1073,25.5,26.42,111,6,Fall,Yes,No
2023-09-13,1073,19.54,23.94,166,3,Summer,Yes,Yes
2023-02-05,1073,22.97,27.72,75,2,Summer,Yes,Yes
2023-03-12,1073,25.15,24.92,128,7,Spring,Yes,No
2023-09-20,1073,22.68,24.29,167,6,Fall,No,Yes
2023-02-06,1073,39.08,29.66,87,2,Winter,Yes,No
2023-10-23,1073,24.27,25.42,193,4,Fall,No,Yes
2023-01-09,1074,84.01,67.4,152,4,Winter,No,No
2023-07-24,1074,62.09,61.96,58,5,Spring,No,No
2023-09-27,1074,62.28,62.65,51,5,Spring,Yes,Yes
2023-03-19,1074,58.34,61.73,200,7,Fall,No,Yes
2023-09-17,1074,68.12,67.94,68,3,Spring,No,Yes
2023-06-03,1074,81.13,64.48,121,5,Winter,Yes,Yes
2023-11-10,1074,63.51,63.22,180,5,Spring,Yes,Yes
2023-01-14,1074,61.21,70.18,80,1,Summer,Yes,No
2023-09-25,1074,57.16,65.51,101,4,Summer,No,No
2023-01-31,1074,68.5,68.26,85,4,Spring,No,Yes
2023-10-16,1074,66.51,66.48,86,6,Spring,No,No
2023-02-04,1074,61.07,70.28,104,6,Summer,No,Yes
2023-11-15,1074,56.24,64.24,193,3,Summer,Yes,No
2023-06-28,1074,62.97,62.53,149,7,Spring,No,No
2023-05-05,1074,77.59,62.13,101,6,Winter,No,No
2023-12-04,1074,54.91,63.39,102,2,Summer,Yes,Yes
2023-04-02,1074,68.58,68.95,71,7,Spring,Yes,No
2023-04-14,1074,59.25,62.48,103,4,Fall,No,Yes
2023-03-05,1074,57.33,65.79,112,4,Summer,Yes,No
2023-12-02,1074,59.58,67.93,156,2,Summer,No,No
2023-08-19,1074,80.9,64.27,73,4,Winter,Yes,No
2023-05-25,1074,67.33,67.55,142,1,Spring,Yes,Yes
2023-01-31,1074,65.57,65.69,122,5,Spring,No,No
2023-07-17,1074,83.8,66.34,60,3,Winter,No,Yes
2023-09-10,1074,68.29,68.36,167,5,Spring,No,Yes
2023-04-21,1074,61.2,69.85,149,1,Summer,Yes,Yes
2023-06-29,1074,70.71,70.55,79,4,Spring,Yes,No
2023-07-08,1074,59.44,62.53,192,3,Fall,No,No
2023-02-10,1074,62.32,65.86,191,5,Fall,No,No
2023-09-14,1074,58.98,62.19,156,5,Fall,No,Yes
2023-01-30,1074,65.3,65.27,192,7,Spring,No,No
2023-09-07,1074,54.38,62.53,104,7,Summer,No,No
2023-04-11,1074,61.95,65.12,74,3,Fall,No,No
2023-07-29,1074,59.94,68.61,155,7,Summer,Yes,No
2023-06-08,1074,64.11,64.34,185,7,Spring,No,No
2023-03-10,1074,58.95,61.64,109,3,Fall,Yes,Yes
2023-05-11,1074,67.91,67.53,157,3,Spring,No,No
2023-12-17,1074,58.98,61.69,71,5,Fall,Yes,No
2023-10-18,1074,77.88,61.94,136,6,Winter,No,Yes
2023-07-04,1074,59.75,63.15,189,2,Fall,Yes,No
2023-01-07,1074,64.73,68.25,192,5,Fall,No,No
2023-03-01,1074,53.42,61.43,149,4,Summer,No,Yes
2023-08-24,1074,62.85,65.99,170,6,Fall,Yes,Yes
2023-12-06,1074,62.23,71.12,193,6,Summer,No,Yes
2023-04-08,1074,56.91,64.86,114,5,Summer,Yes,No
2023-07-25,1074,65.55,69.43,82,2,Fall,Yes,Yes
2023-02-06,1074,82.58,65.45,141,3,Winter,Yes,No
2023-05-02,1074,59.45,62.49,127,2,Fall,No,No
2023-05-23,1074,64.45,64.67,136,3,Spring,Yes,Yes
2023-11-14,1074,59.99,68.15,202,7,Summer,Yes,Yes
2023-11-28,1074,60.49,68.78,96,3,Summer,No,No
2023-09-14,1074,80.86,64.75,91,1,Winter,No,No
2023-02-06,1074,57.25,65.18,52,1,Summer,No,No
2023-10-14,1074,54.85,62.94,117,4,Summer,Yes,Yes
2023-03-05,1074,82.5,65.61,213,6,Winter,No,Yes
2023-09-28,1074,54.35,62.66,115,6,Summer,Yes,No
2023-02-01,1074,64.24,67.71,140,4,Fall,No,No
2023-07-27,1074,62.37,65.57,140,2,Fall,No,Yes
2023-12-22,1074,61.79,70.98,96,6,Summer,Yes,Yes
2023-08-14,1074,88.6,71.07,195,4,Winter,No,No
2023-07-06,1074,63.26,63.39,63,2,Spring,Yes,No
2023-12-04,1074,69.44,69.01,145,5,Spring,Yes,No
2023-06-15,1074,82.27,65.21,173,2,Winter,Yes,Yes
2023-03-06,1074,57.02,64.87,75,2,Summer,No,Yes
2023-08-19,1074,54.79,63.21,97,5,Summer,Yes,No
2023-03-23,1074,70.71,70.95,72,6,Spring,Yes,Yes
2023-04-02,1074,84.83,67.91,131,2,Winter,No,No
2023-09-14,1074,53.68,61.15,165,4,Summer,Yes,Yes
2023-11-12,1074,56.08,63.9,150,3,Summer,No,Yes
2023-12-18,1074,83.21,66.67,125,6,Winter,Yes,Yes
2023-09-04,1074,79.3,62.74,66,2,Winter,No,Yes
2023-09-22,1074,64.74,64.84,127,2,Spring,No,Yes
2023-01-26,1074,64.9,68.78,196,7,Fall,No,No
2023-08-04,1074,55.04,62.7,181,2,Summer,Yes,No
2023-09-03,1074,62.01,65.02,92,2,Fall,Yes,No
2023-03-14,1074,69.88,70.11,161,6,Spring,Yes,Yes
2023-11-23,1074,87.53,69.5,141,2,Winter,No,No
2023-06-16,1074,77.32,61.92,117,5,Winter,No,Yes
2023-12-24,1074,64.43,64.75,130,3,Spring,Yes,No
2023-12-02,1074,60.75,69.16,61,6,Summer,Yes,Yes
2023-10-11,1074,79.84,63.34,93,5,Winter,No,Yes
2023-05-31,1074,62.1,71.16,156,2,Summer,No,Yes
2023-03-26,1074,62.4,62.51,167,2,Spring,Yes,Yes
2023-08-07,1074,60.48,69.14,192,3,Summer,Yes,No
2023-09-24,1074,60.44,68.87,95,4,Summer,Yes,No
2023-08-23,1074,65.71,69.66,155,4,Fall,No,Yes
2023-03-19,1074,63.16,66.8,168,5,Fall,Yes,No
2023-04-01,1074,58.41,67.29,84,6,Summer,No,Yes
2023-04-13,1074,80.58,63.76,110,2,Winter,No,No
2023-01-27,1074,59.38,62.52,151,1,Fall,Yes,Yes
2023-11-29,1074,58.62,66.74,184,3,Summer,No,Yes
2023-09-26,1074,77.86,62.05,113,2,Winter,Yes,Yes
2023-05-19,1074,86.95,68.96,100,3,Winter,Yes,Yes
2023-03-31,1074,67.68,70.76,92,4,Fall,No,Yes
2023-11-17,1074,79.22,62.57,73,1,Winter,No,Yes
2023-05-05,1074,85.26,68.13,185,3,Winter,Yes,Yes
2023-04-03,1074,63.17,63.3,171,1,Spring,Yes,No
2023-07-07,1074,55.48,63.64,79,5,Summer,Yes,Yes
2023-02-19,1074,84.58,67.93,202,7,Winter,Yes,Yes
2023-12-22,1074,65.57,69.11,179,2,Fall,No,Yes
2023-03-12,1074,79.3,62.95,116,1,Winter,Yes,Yes
2023-12-18,1074,58.31,66.81,184,1,Summer,No,No
2023-08-25,1074,77.62,61.53,173,6,Winter,Yes,Yes
2023-03-29,1074,87.17,69.99,155,1,Winter,No,No
2023-04-27,1074,64.22,67.28,80,7,Fall,No,No
2023-04-14,1074,81.29,64.88,92,1,Winter,Yes,Yes
2023-06-06,1074,67.31,70.62,144,2,Fall,Yes,No
2023-08-22,1074,78.29,61.76,60,4,Winter,Yes,No
2023-10-14,1074,88.26,70.73,59,1,Winter,Yes,No
2023-03-25,1074,57.15,65.33,91,2,Summer,Yes,Yes
2023-11-10,1074,63.55,63.78,166,4,Spring,Yes,Yes
2023-09-08,1074,61.29,64.42,197,2,Fall,No,Yes
2023-05-19,1074,60.78,64.39,88,2,Fall,No,Yes
2023-01-12,1074,69.94,70.26,168,6,Spring,No,No
2023-11-19,1074,67.71,67.49,138,4,Spring,No,Yes
2023-11-14,1074,58.72,61.54,160,6,Fall,Yes,Yes
2023-06-23,1074,66.9,69.96,96,7,Fall,Yes,Yes
2023-09-23,1074,60.44,69.14,149,6,Summer,No,No
2023-01-30,1074,57.1,65.72,161,4,Summer,No,No
2023-08-15,1074,61.53,64.47,181,2,Fall,Yes,Yes
2023-06-08,1074,85.68,68.68,85,1,Winter,Yes,Yes
2023-02-22,1074,65.07,65.43,110,4,Spring,Yes,No
2023-08-29,1074,61.76,65.36,198,5,Fall,Yes,No
2023-11-23,1074,55.89,64.36,63,1,Summer,Yes,No
2023-12-19,1074,86.28,68.46,132,2,Winter,Yes,Yes
2023-03-01,1074,61.85,70.41,179,4,Summer,Yes,Yes
2023-05-16,1074,53.65,61.45,168,7,Summer,Yes,Yes
2023-03-15,1074,79.56,63.42,119,3,Winter,No,Yes
2023-01-03,1074,64.62,65.12,149,7,Spring,No,No
2023-06-15,1074,69.38,69.05,196,3,Spring,No,No
2023-06-04,1074,62.2,70.71,88,7,Summer,Yes,No
2023-01-24,1074,65.83,66.24,96,7,Spring,Yes,Yes
2023-12-08,1074,65.06,65.01,84,7,Spring,No,No
2023-05-02,1074,66.47,66.71,162,3,Spring,Yes,No
2023-08-24,1074,62.5,62.09,67,4,Spring,Yes,Yes
2023-01-21,1074,61.65,70.18,100,2,Summer,No,No
2023-04-22,1074,88.79,71.11,126,5,Winter,No,No
2023-03-26,1074,54.93,63.27,96,7,Summer,Yes,No
2023-02-02,1074,58.43,67.27,109,1,Summer,Yes,Yes
2023-02-17,1074,66.76,67.0,95,1,Spring,Yes,No
2023-07-13,1074,78.36,62.23,108,1,Winter,No,Yes
2023-05-23,1074,89.08,71.66,156,5,Winter,Yes,Yes
2023-10-20,1074,66.19,69.18,121,4,Fall,No,No
2023-09-10,1074,86.47,69.53,56,5,Winter,Yes,Yes
2023-08-02,1074,63.03,62.81,73,1,Spring,No,Yes
2023-02-17,1074,67.58,71.06,197,1,Fall,No,Yes
2023-01-05,1074,78.41,62.03,62,3,Winter,No,No
2023-11-30,1074,68.58,69.06,99,4,Spring,No,No
2023-04-06,1074,58.39,66.51,89,6,Summer,Yes,Yes
2023-11-21,1074,67.38,67.83,102,5,Spring,Yes,No
2023-05-18,1074,63.74,67.19,59,1,Fall,Yes,Yes
2023-05-22,1074,81.85,65.19,141,5,Winter,Yes,Yes
2023-07-25,1074,66.38,70.18,146,7,Fall,No,No
2023-02-13,1074,62.93,62.53,71,6,Spring,No,Yes
2023-05-17,1074,82.92,66.59,184,5,Winter,No,Yes
2023-05-31,1074,58.38,61.95,70,5,Fall,No,Yes
2023-10-24,1074,66.11,69.45,58,7,Fall,No,No
2023-05-20,1074,84.5,67.23,120,1,Winter,Yes,Yes
2023-06-09,1074,85.16,67.82,114,6,Winter,No,Yes
2023-09-22,1074,67.28,67.11,92,6,Spring,No,No
2023-09-22,1074,60.89,64.11,104,3,Fall,No,No
2023-03-19,1074,60.86,64.07,75,2,Fall,No,No
2023-06-15,1074,57.46,65.38,87,2,Summer,No,Yes
2023-04-26,1074,59.0,61.89,173,5,Fall,No,No
2023-08-15,1074,61.43,65.13,127,5,Fall,Yes,Yes
2023-10-08,1074,83.28,66.3,137,1,Winter,No,No
2023-03-02,1074,62.2,71.24,140,3,Summer,Yes,Yes
2023-10-29,1074,54.57,62.59,57,5,Summer,No,No
2023-03-21,1074,60.14,63.11,105,5,Fall,No,No
2023-09-18,1074,54.58,62.65,70,5,Summer,No,No
2023-07-01,1074,62.08,65.69,88,7,Fall,Yes,No
2023-03-15,1074,61.01,63.94,74,1,Fall,Yes,No
2023-05-21,1074,64.23,64.26,74,2,Spring,No,No
2023-08-20,1074,62.24,70.78,60,2,Summer,Yes,No
2023-11-13,1074,60.2,68.59,91,3,Summer,Yes,No
2023-10-10,1074,54.17,61.73,216,7,Summer,Yes,No
2023-11-04,1074,60.14,63.58,127,3,Fall,Yes,No
2023-08-21,1074,81.98,65.06,197,3,Winter,No,No
2023-05-08,1074,88.01,69.84,94,4,Winter,Yes,Yes
2023-03-24,1074,71.06,70.59,60,2,Spring,No,No
2023-09-17,1074,77.52,61.78,66,3,Winter,Yes,No
2023-09-07,1074,62.37,62.23,61,6,Spring,Yes,Yes
2023-10-19,1074,83.0,66.23,126,7,Winter,Yes,No
2023-02-21,1074,54.5,62.4,126,7,Summer,Yes,No
2023-02-02,1074,62.77,62.89,92,6,Spring,No,No
2023-07-02,1074,62.33,61.88,57,7,Spring,Yes,No
2023-01-31,1074,83.87,66.99,122,2,Winter,No,Yes
2023-01-24,1074,68.68,68.67,111,5,Spring,No,Yes
2023-11-08,1074,53.47,61.31,53,4,Summer,Yes,No
2023-12-13,1074,58.46,67.13,107,2,Summer,No,No
2023-09-09,1074,69.57,69.72,59,5,Spring,Yes,No
2023-04-06,1074,59.83,63.44,189,6,Fall,No,No
2023-05-25,1074,54.76,62.67,91,4,Summer,Yes,No
2023-01-15,1074,67.97,68.42,154,6,Spring,No,No
2023-01-12,1074,67.33,70.79,173,4,Fall,Yes,Yes
2023-11-28,1074,61.64,62.11,85,1,Spring,Yes,No
2023-01-12,1074,61.83,70.29,170,1,Summer,Yes,Yes
2023-08-22,1074,66.95,70.51,74,4,Fall,No,Yes
2023-08-28,1074,85.91,68.59,101,5,Winter,No,Yes
2023-01-21,1074,63.07,62.96,170,7,Spring,No,Yes
2023-03-27,1074,63.41,66.34,190,6,Fall,Yes,Yes
2023-06-08,1074,62.23,65.78,96,3,Fall,No,No
2023-12-22,1074,60.84,69.4,74,6,Summer,Yes,Yes
2023-09-25,1074,55.15,62.97,132,3,Summer,Yes,Yes
2023-06-01,1074,58.1,66.87,142,2,Summer,Yes,No
2023-06-17,1074,57.1,65.12,82,4,Summer,No,No
2023-10-08,1074,70.04,69.91,67,7,Spring,No,No
2023-11-03,1074,71.18,70.95,120,4,Spring,Yes,No
2023-10-23,1074,70.09,70.54,157,2,Spring,Yes,Yes
2023-11-03,1074,64.15,63.78,159,2,Spring,Yes,No
2023-07-23,1074,61.51,64.33,153,1,Fall,No,Yes
2023-10-18,1074,68.24,68.24,82,1,Spring,Yes,Yes
2023-02-09,1074,69.88,70.37,143,4,Spring,No,Yes
2023-02-15,1074,86.03,68.25,89,5,Winter,Yes,Yes
2023-03-24,1074,56.92,65.04,69,4,Summer,No,No
2023-09-21,1074,67.6,71.16,104,5,Fall,No,Yes
2023-01-21,1074,58.91,62.29,167,1,Fall,Yes,No
2023-06-09,1074,87.6,69.78,75,4,Winter,No,No
2023-06-15,1074,81.8,64.95,60,7,Winter,No,No
2023-10-17,1074,66.02,65.67,203,6,Spring,No,Yes
2023-08-24,1074,63.48,67.09,193,7,Fall,Yes,No
2023-12-26,1074,57.1,65.91,196,3,Summer,Yes,Yes
2023-08-04,1074,61.32,64.98,188,4,Fall,No,Yes
2023-03-04,1074,56.21,64.04,99,7,Summer,Yes,Yes
2023-12-06,1074,65.91,66.03,187,7,Spring,No,Yes
2023-12-15,1074,61.49,61.96,143,5,Spring,No,Yes
2023-10-28,1074,69.87,69.57,172,6,Spring,Yes,Yes
2023-08-16,1074,70.82,71.23,129,7,Spring,No,No
2023-05-19,1074,67.66,67.87,87,4,Spring,Yes,Yes
2023-04-08,1074,84.95,67.53,133,5,Winter,Yes,Yes
2023-03-31,1074,70.6,70.43,141,1,Spring,No,Yes
2023-12-09,1074,64.47,64.65,199,2,Spring,Yes,No
2023-04-20,1074,56.53,65.09,143,6,Summer,Yes,Yes
2023-01-27,1074,56.25,64.86,117,1,Summer,No,No
2023-01-25,1074,56.83,65.39,91,6,Summer,No,No
2023-07-01,1074,54.73,62.54,114,3,Summer,Yes,No
2023-01-03,1074,59.29,67.61,164,4,Summer,Yes,No
2023-08-22,1074,59.75,63.13,116,5,Fall,No,Yes
2023-05-25,1074,82.08,65.79,87,5,Winter,No,Yes
2023-05-02,1074,59.0,62.16,176,4,Fall,No,Yes
2023-12-04,1074,56.17,64.5,194,5,Summer,No,Yes
2023-03-10,1074,65.0,65.27,198,1,Spring,No,No
2023-03-28,1074,55.22,63.59,94,7,Summer,No,No
2023-05-20,1074,69.38,69.3,55,3,Spring,No,No
2023-08-30,1074,54.48,62.77,107,3,Summer,Yes,No
2023-09-06,1074,78.71,62.94,199,7,Winter,No,No
2023-05-04,1074,56.94,65.37,144,6,Summer,No,No
2023-08-23,1074,54.35,62.15,62,5,Summer,No,No
